fullId,category,wnsynset,wnlemmas,up,front,unit,aligned.dims,isContainerLike,surfaceVolume,solidVolume,supportSurfaceArea,weight,staticFrictionForce,name,tags
wss.3c07aa31d7ce85cb1994c5c7230e7e1a,,n2764397,"automaton,robot,golem",,,,"60.980827\,130.02184\,42.87632",,,,,,,asimo,"honda,humanoid,japan,nippon,robot,seagate"
wss.3c20ca0e341ff0158776479dee8e77a,Ipod,n3775972,"miniskirt,mini","0\,0\,1","0\,-1\,0",0.01817013045304945,"13.566452\,24.731365\,2.770727",false,1.61E-4,9.41E-4,0.003588,,,ipod mini,"apple,ipod,ipod mini,mac,mini,music"
wss.3c245db1d87bb3bc1d00208b1a57f1c9,,n2891810,"bracket,wall bracket",,,,"5.08\,39.687756\,37.39661",,,,,,,fypon decorative bracket   fypon,"architectural style,climaco cardenas,decoration,decorative bracket,foam,fypon,millwork,wood"
wss.3c258c1b539977c8388fc6d898204358,,n13885623,pencil,,,,"19.923004\,13.00001\,16.271406",,,,,,,wscdt       a,*
wss.3c2bc794a3d6865743b9eef399a0841d,Microwave,n3766619,"microwave,microwave oven",,,0.016441309718696784,"49.32393\,82.20655\,39.459145",true,0.011675,0.161876,0.196913,30.262598919070996,286.14958996338004,microwave wall oven,bosch microwavewalloven
wss.3c357d1352d2d1811fddae104d1cd00e,ToasterOven,n4449575,toaster oven,,,,"40.64\,26.035\,33.137043",,,,,,,countertop toaster oven,"appliance,architecture,bagel,bread,breakfast,kitchen,oven,toast,toaster,toaster oven"
wss.3c389c01263d2eaf2b3e9b6eb52d35df,"Couch,Sectional",n4263630,"sofa,couch,lounge","0\,0\,1","0\,-1\,0",0.010527282572413905,"105.7987\,29.175205\,118.76355",true,0.035879,0.111917,0.226155,56.83779549897301,539.6715669759113,mike sectional sofa,"sectional,sofa"
wss.3c426552b9df786b3f7f3ed2c3c690fe,"MilkCarton,FoodItem",n7860018,milk,,,0.04932078154374806,"18.446762\,32.039078\,11.650556",,,,,,,milk,"box,milk"
wss.3c4c7ec7ffdfec50f39105e1e4d2e270,"Monitor,_StanfordSceneDBModels,_OIMwhitelist",n3787723,"monitor,monitoring device","0\,0\,1","0\,-1\,0",0.029449751634878812,"41.8511\,42.70214\,17.49009",,0.00136893,0.00717694,0.0225263,,,dell        inch     monitor,"dell,inch,monitor"
wss.3c4dbb7625edde075715ea578ae09bb6,"Lamp,TableLamp",n3641940,lamp,,,0.024126478660816447,"37.994476\,60.791008\,37.994476",true,,,,,,lamp,"lamp,lighting,lighting fixture,table lighting"
wss.3c5446a460dff1640dcbf42c0e79c66,,n3999061,"pottery,clayware",,,,"40.288513\,94.402016\,39.87165",,,,,,,hand made pottery,"artesania,ceiling,clay,colgada,colgar,decoration,decorative,detail,hang,hanging,hangs,matera,materas,pot,pots,spiral,suspension,touch"
wss.3c56ceef171fa142126c0b0ea3ea0a2c,Couch,n4263630,"sofa,couch,lounge",,,0.025003870373349345,"216.73608\,77.417984\,87.831055",false,0.117533,0.492452,0.033258,186.19015631374327,1767.8647197909581,sofa,"inox,modern,sofa"
wss.3c56de7d3e5c44ad86db7993cf8d36e1,"ChestOfDrawers,Dresser,_AttributesTrain",n3018908,"chest of drawers,chest,bureau,dresser",,,0.039207772606646984,"141.14798\,113.702545\,94.098656",true,0.139442,1.529712,1.294784,83.66520000000001,508.3497552000001,dresser fhu,dresser
wss.3c5a8a2262dc3ef1ab4efe44a581aee7,"Printer,_StanfordSceneDBModels,_OIMwhitelist",n4011143,printer,"0\,0\,1","1\,0\,0",6.309482850816796E-4,"39.6404\,27.49332\,38.393734",false,0.001977,0.013837,0.083479,,,printer,"computer,print,printer"
wss.3c5b6c749ac441cb93b55327c66a07aa,Chair,,,"0\,0\,1","0\,-1\,0",0.036779199821815836,"79.0944\,115.69669\,79.89291",false,0.013818,0.03068,0.02451,16.367303903504403,162.94451741441705,barbie stolica,*
wss.3c5db21345130f0290f1eb8f29abcea8,"Lamp,DeskLamp",n4387620,table lamp,"0\,0\,1","1\,0\,0",0.02087344756055534,"12.524068\,55.597885\,67.64061",true,5.11E-4,6.71E-4,0.022117,1.0984808363422598,10.878802700312368,modern arm desk lamp,"architecture,arm,desk,details,interior,lamp,light,lighting,modern,table"
wss.3c603c6afcbdba7b4da5feafe6f1c8fc,Cabinet,n2936496,cabinet,"0\,-1\,0","0\,0\,1",0.03302490831596515,"79.25978\,158.51956\,39.62989",true,0.10038,0.163739,0.414871,67.4797635363852,667.2108203076401,wall open   h   sonata cherry peppercorn by kraftmaid cabinetry,"cabinet,cabinetry,cherry,dynamic,igloo studios,kitchen,kraftmaid,masco,peppercorn dark,sonata"
wss.3c606dcfa914bc3435836c728d324152,Mirror,n3778568,mirror,"0\,0\,0.9999999403953552","0.5000000596046448\,-0.8660253882408142\,0",0.01623098693363541,"60.788498\,137.38834\,5.488926",true,0.016835,0.027151,0.029378,,,kare       mirror tendence opulence white   x     spiegel tendence opulence white   x,"design,dining room,esszimmer,flur,hall,kare,lifestyle,living room,mirror,speisezimmer,spiegel,trendy,wohnen"
wss.3c60c84e4e2714809e5869399fb4587,,n4564234,watchtower,,,0.01262403122177534,"566.5867\,134.1863\,546.70856",,,,,,,unsc deployable field watchtower,"base,combat,deploy,deployable,field,halo reach,halo wars,mousedroid,texture,textures,tower,unsc,watch,watchtower"
wss.3c61c97d97f1848972fdb400fad0978d,Planet,n9345360,Jupiter,,,,"285.41675\,285.49686\,285.41577",,,,,,,jupiter,"gas,great red spot,jupiter,outer planet,planet,solar system"
wss.3c693492780885e248af20241edfd17b,"ChestOfDrawers,Dresser",n3018908,"chest of drawers,chest,bureau,dresser","0\,0\,1","1\,0\,0",0.040268355503338946,"88.590385\,176.17406\,53.103893",true,0.084592,0.679838,0.015155,50.7552,308.38859520000005,dresser,"dresser,furniture"
wss.3c712523468c3b62bc5c2957072860a8,_StanfordSceneDBModels,n13406050,money,,,3.397347476487403E-4,"19.31392\,9.50408\,0.11041379",,,,,,,money,*
wss.3c73f2f15c10d253f2665ed92bcd1166,PottedPlant,n17402,"plant,flora,plant life",,,0.022636777933194203,"93.70676\,38.11853\,93.70676",true,0.002694,0.005688,5.4E-5,4.4677296,25.079027904000004,spider hanging basket plant,"basket,hanging,landscape architecture,ornamentals,plant materials,pot,spider"
wss.3c7529e52643cb9c46407779dbd69b2d,"ChestOfDrawers,Dresser",n3018908,"chest of drawers,chest,bureau,dresser","0\,0\,1","-0.5\,-0.8660253882408142\,0",0.026586356830705045,"96.8038\,142.07085\,68.24548",true,0.067657,0.734816,0.516799,40.594199999999994,246.65035919999997,dorm dresser,*
wss.3c79dcaa0e35248485cac25b72167160,"_StanfordSceneDBModels,Coaster",n3060686,coaster,,,0.08454120459236746,"31.702953\,2.1135302\,31.702953",,,,,,,drink coaster,"cherry,coaster,cork,drink,octagon,octagonal,wood"
wss.3c7cb5ba87684ffaf5f4f288fb912362,Oven,n3868196,oven,,,0.038347511610228806,"114.56319\,162.49738\,108.79199",true,0.146125,1.479089,0.048833,389.9765809454024,13534.157992833501,viking vgcc     b stove,"stove,vgcc,viking"
wss.3c814cecda12737c7cec5d4a2be62dfd,"Bookcase,6Shelves",n2874241,bookcase,,,0.019312806151396727,"60.827805\,153.59012\,25.008055",true,0.059551,0.216954,0.125408,44.428951006802166,497.1581458010479,bookcase,"architecture,billy,birch,bookcase,byom,glass doors,ikea,shelves,storage"
wss.3c85687ed8b3f4844e9b2d8ebb2f0b0,Ipod,,,"0\,0\,1","0\,-1\,0",0.06916443482565644,"13.946084\,8.223513\,23.269476",false,1.43E-4,2.88E-4,0.007515,,,ipod shuffle new version  dchallenge,
wss.3c866264ff5a1431deb48513aeadf93,,n2134305,bear,,,,"169.59503\,113.00739\,10.303993",,,,,,,chicago bears,"chicago bears,logo,nfl"
wss.3c8af6b0aeaf13c2abf4b6b757f4f768,SodaCan,n4262696,soda can,,,0.024173582896381548,"7.385742\,13.602966\,7.38575",,,,,,,diet pepsi,"beverage,gunny,pepsi,pop,soda"
wss.3c8b23ac6bb01ef35c4fb5e81cca7196,,n3991427,portable,,,,"42.424805\,12.388525\,44.816162",,,,,,,super nintendo entertainment system portable,"controller,entertainment,famicom,hands,jb,nintendo,portable,remastered,screen,super,system"
wss.3c8d9f3cae15c5b4a14ceb6c31aad9bd,"Bed,_AttributesTrain,QueenBed",,,"-3.4072558108277917e-9\,-8.225841341413798e-9\,1","-0.3826834559440613\,-0.9238795638084412\,8.225841341413798e-9",0.017940886387207478,"158.78014\,82.210884\,199.38533",false,0.25073,0.910998,0.04411,152.04524348688003,1356.1914981382859,cama,"bed,bedroom,cama,quarto"
wss.3c8e1b76539879cbd460222cb89ed054,"Computer,Desktop,_StanfordSceneDBModels,_SceneGalleryModels,_Attributes,_OIMwhitelist",n3184677,desktop computer,,,0.025036932208236596,"20.097544\,48.878098\,45.619038",false,0.00442,0.037643,0.019379,,,apple mac pro,"apple,computer,pc,rechner"
wss.3c8e65d5e1d5394999b5b8ecc373dd91,CellPhone,,,"0\,0\,1","0\,-1\,0",0.0024969138128688715,"11.010018\,24.100986\,2.457613",false,1.05E-4,4.67E-4,3.37E-4,,,samsung,"blade,omnia,samsung,vivaz"
wss.3c95f7546aa333352b9815e7ace3108f,"Speaker,_StanfordSceneDBModels",n3696785,"loudspeaker,speaker,speaker unit,loudspeaker system,speaker system",,,0.029021175302369893,"34.51285\,119.85745\,30.472122",false,0.004807,0.015684,0.003069,,,speaker on a stand,"architecture,electronics,music,speaker,stand,stereo"
wss.3c9747ff49d0da71f91663a74ccd2338,"Chair,OfficeSideChair,_AttributesTrain",n4338415,"straight chair,side chair","0\,0\,1","0\,-1\,0",0.03468470181527711,"76.574776\,115.856155\,81.978096",false,0.017143,0.02997,0.004506,20.305738226789398,202.15355782568759,reply   leg chair   with casters and mesh back   w o arms by steelcase,"office chair,seating,steelcase"
wss.3c991b31710144c5923e4a84d4dce694,"Table,_StanfordSceneDBModels,RoundTable,DiningTable",n3067971,"coffee table,cocktail table","0\,0\,1","0\,-1\,0",0.030271496688355565,"120.582275\,50.704758\,120.58235",false,0.048175,0.080931,0.007277,40.4150307842115,480.3126738104128,yin yang coffee table,"coffee table,glass coffee table,glass table,living room,round coffee table,round table,table,wood coffee table,wood table,wooden coffee table,wooden table,yin yang,yin yang coffee table,yin yang table,ying yang,ying yang coffee table,ying yang table"
wss.3ca36a38dbf925665ad914839c51e370,Ruler,n4125870,"rule,ruler",,,0.0798824258218577,"6.289942\,0.47174647\,55.04746",,,,,,,ruler,"cm ruler,metric ruler,milimeter ruler,ruler"
wss.3cbf2998b166e0096930660ef9c205fe,Table,n4386330,table,"0\,0\,1","0\,-1\,0",0.016153615734277732,"101.858246\,50.87759\,101.75491",,,,,,,chinese table,table
wss.3cc36954484b41d36108e680fd700283,Microwave,n3766619,"microwave,microwave oven",,,0.02617642077609453,"78.20206\,47.444763\,48.798347",true,0.019142,0.174028,0.365948,49.617701799473835,469.16277953567635,super microwave,*
wss.3cca1a0ecf18f8e8ad16cd5787d23a99,"Table,_StanfordSceneDBModels,_AttributesTrain",n4386330,table,"0\,0\,1","0\,-1\,0",0.035928952100681054,"79.21328\,52.337345\,79.21328",,,,,,,table,"furniture,ikea,table"
wss.3cce48090f5fabe4e356f23093e95c53,Couch,n4263630,"sofa,couch,lounge",,,0.035951964785307655,"198.1604\,105.28128\,101.63983",false,0.176047,0.532609,0.023967,278.88523604915696,2647.9991179076414,couch,"bench,couch,furniture,garden bench,garden couch"
wss.3cd09c1db7b318a6f3c9c1464e55d580,PaperBox,n2886585,box,,,0.07644222376110876,"67.41356\,36.716347\,98.41207",true,,,,,,a box of a shoe  adidas,"adidas,shoes,sports"
wss.3cd101a18b020df6a2c81e61626110,,n3768938,"military post,post",,,,"18.482056\,107.6325\,36.22168",,,,,,,post,post
wss.3cd46f573c68e5fcfd41ffe96f6ef4b4,PottedPlant,n17402,"plant,flora,plant life",,,0.006280918907501395,"70.70115\,104.59237\,55.07888",true,0.016033,0.059427,0.064099,26.589127199999997,149.25466012799998,small vase of tulips,*
wss.3cdd2855b459d71199bdf8d5a28e79e9,"MediaStorage,TvStand",n2936496,cabinet,,,0.023845404418085515,"117.73669\,114.15988\,39.046852",true,0.054965,0.14951,0.02149,38.3950634362984,644.9813229229168,tv cabinet,"cabinet,center,media,stand,television,tv"
wss.3cdd3e927ee800772e5fe4ac0cb720d2,"WallArt,Picture",n3937282,"picture,image,icon,ikon","0\,0\,1","0\,-1\,0",0.025027513180529117,"83.752075\,110.65689\,3.1284409",true,0.018538,0.025131,0.014499,22.461110653766713,514.14440353846,old picture,"cuadro,decoracion,decoration,interior,picture,retrato,rubicundo"
wss.3ce269754704607535836c728d324152,Cabinet,n2936496,cabinet,,,0.023655071989812964,"55.878006\,167.66281\,41.90853",true,0.043739,0.345704,0.010981,29.40324145564806,290.7265796915309,kare       cabinet butterfly   doors  schrank butterfly    trg,"cabinet fridge,design,kare,lifestyle,living room,nostalgic,schrank,trendy,wohnen"
wss.3ce3a0a7adbaaa518e43a810a63361f0,"PottedPlant,_StanfordSceneDBModels",n17402,"plant,flora,plant life",,,0.035662662224875956,"60.65503\,99.48663\,52.40271",true,0.007055,0.021236,0.03087,11.700012,65.67651888,vase,*
wss.3ce52bd08c33e1eadffde7f53a4e1a2,"_StanfordSceneDBModels,DiscCase",n2155643,game,,,0.019003661498090917,"25.179855\,27.55531\,3.8007355",,,,,,,best game for wii      super paper mario,"box,game,mario,paper,super,super paper mario,video,video game,wii"
wss.3ce930bb150aef8a69fb38085fbc320c,"Counter,_StanfordSceneDBModels",n3121181,counter,,,0.024823107188713188,"211.57008\,89.51486\,217.68301",,,,,,,make up counter,"ace,atlanta culinary,attila,counter,culinary,custom,equipment,fabricating,glass,gsw,make up,makeup,stainless steel,table"
wss.3cee60502391af99cde74a07e1e20826,"WallArt,Painting",n3882197,"painting,picture","0\,0\,1","1\,0\,0",0.039223590681920356,"185.30832\,123.53901\,2.316353",true,0.040756,0.041108,0.053655,100.86404447452256,688.091176530097,kandinsky painting,
wss.3cf29cda12a32b66cae3ad89f2c6e8be,Ring,n4099721,"ring,band",,,0.08200108202397907,"12.913564\,14.032895\,4.893103",true,,,,,,diamond ring,"brillant,diamant,dream,edel,edelmetal,emerald,exclusive,frau,gold,jewellery,jewelry,juwel,juwelier,nice,schmuck,shine,smaragdschliff,traum,woman"
wss.3cf4c4f4c2bc54be11fc2b865c2a185b,"WallArt,Picture,_StanfordSceneDBModels",n3937282,"picture,image,icon,ikon","0\,0\,1","0\,-1\,0",0.04275535383740422,"141.61865\,68.67134\,4.039978",true,0.015461,0.02602,0.062674,18.73293946584784,428.80497481433446,picture ikea,picture ikea
wss.3cffbf6ee680b9bf1f7d74d0e5d47456,FoodItem,n7632096,"ice-cream sundae,sundae",,,0.027131327903361223,"12.505263\,38.04843\,12.505263",,,,,,,ice cream sundae,"ice cream,icecream,pudding,puddings,sundae"
wss.3d0a062c24d4a9eaf31883de1fc270a1,"TV,_AttributesTrain",,,"0\,0\,1","0\,-1\,0",0.022491801067425165,"91.29534\,61.365505\,7.8809924",false,0.009532,0.048118,0.071628,23.64259118481216,160.04789579545633,lg    lf    full hd tv,*
wss.3d107d866bd917dccbf495407ec8822f,,n2819791,beanbag,,,,"112.00003\,33.99993\,112.00003",,,,,,,dog beanbag,"bag,beanbag,dog,dogs,kids"
wss.3d116b0bd01743cd3a44528bb3489046,MediaPlayer,n2991759,CD player,,,0.030350870142553565,"62.135513\,19.11865\,32.267532",true,0.003536,0.037071,0.190025,,,vcr,"vcr,video"
wss.3d14f0782e488c8bc19762eaa7ba40f,"Bed,KingBed",n3969146,platform bed,,,0.023924617760077482,"199.68587\,205.017\,208.16307",false,0.592341,3.079285,0.152339,359.20165744929596,3203.955761969969,upholstered platform bed   king bed,"bed,bedroom,bedroom furniture,beds,contemporary,contemporary design,contemporary furniture,furniture,king,king bed,king mattress,master bedroom,modern,modern design,modern furniture,upholstered bed,upholstered furniture"
wss.3d15f0b93dc94909ce92f6b720939174,USBStick,n3364282,flash memory,,,0.01778452351753068,"21.215336\,1.1299219\,5.881502",,,,,,,simple flash drive,"device,dongle,external,flash drive,gb,gigabyte,memory,usb"
wss.3d169ac57cbec69c2e6246b1f982bd4f,,n4379457,"switch,electric switch,electrical switch",,,,"43.97375\,4.4449997\,20.32",,,,,,,trendnet teg    ws switch,"ethernet,gigabit,rack,switch,trendnet"
wss.3d16b54a7c7c2fe5c6e8e7cc29274f4b,"Computer,Desktop,_AttributesTrain",n3184677,desktop computer,,,0.023561170736866914,"22.05052\,44.412807\,62.554905",false,0.004948,0.062541,0.140628,,,dell poweredge,"computer,dell,poweredge,server,trevor"
wss.3d1a0d8cffd60a7ba24bd1faebd6fb35,"ChestOfDrawers,Armoire,Wardrobe,_PilotStudyModels",n4557470,"wardrobe,closet,press",,,0.01869839427195613,"110.320526\,174.1288\,45.109875",true,0.177013,0.896422,0.500412,123.44081132610255,2703.1054663234218,ikea pax aneboda wardrobe combination,"furniture,household,ikea,wardrobe"
wss.3d1e2c8874e4ed51dc3d5b9de4300711,"WallArt,Painting",n3882197,"painting,picture","0\,0\,1","0\,-1\,0",0.003528146544428448,"105.93273\,99.31732\,2.2932968",true,0.017838,0.026338,0.026301,44.14596195251087,301.1622928389407,painting,*
wss.3d20a0473db7da2731be0e674a4a8204,"Cabling,_StanfordSceneDBModels,_SceneGalleryModels",n2937552,"cable,line,transmission line",,,0.001719444330349689,"29.777973\,1.3119364\,23.218319",,,,,,,usb cable,"cable,cable usb,cabo,portugal,usb,usb cable"
wss.3d218ab9b3ecba8c4768b491c2c6e170,Coin,n13409418,coin,"0\,1\,0","0\,0\,1",0.005777363590776009,"9.278436\,9.278446\,1.0803671",false,1.3E-5,6.5E-5,0.006778,,,coin,"coin,yang,yin"
wss.3d29286776e534f04e246b948ef588bc,ToyFigure,n2985366,"catapult,arbalest,arbalist,ballista,bricole,mangonel,onager,trebuchet,trebucket",,,,"436.8213\,811.083\,609.7864",,,,,,,arx   arbalest,"anime,arbalest,arx,fiction,manga,mech,mecha,mithril,novel,real,robot,sagara,sci,science,sosuke"
wss.3d2cafbf9a6a2da44212ff51b27f0221,Teapot,n4405179,teapot,"0\,0\,1","-1\,0\,0",0.047989160445430154,"37.77404\,42.177002\,19.789482",true,,,,,,tea pot,"drinking utensil,scenestudio,tea,tea pot"
wss.3d2f2d68083146c9acc22e0e4d271259,ChessBoard,n3017971,"chessboard,chess board",,,,"120.4419\,5.715\,91.44",,,,,,,chess board,"board,checkers,chess,drawer,marble"
wss.3d39280abb766789bfb22bcd76dbb033,Piano,n3934354,"piano,pianoforte,forte-piano",,,0.005961237869272728,"120.0647\,114.02712\,169.02673",false,0.141001,0.334655,0.021797,84.60059999999999,514.0332456,piano,"drum,drums,guitar,intrument,jazz,mandolin,music,piano,schlagzeug"
wss.3d3b4b8874f2aaddc397356311cbeea4,"ChestOfDrawers,_StanfordSceneDBModels,Nightstand,_OIMwhitelist",,,,,0.03983969334375025,"78.424644\,70.58199\,79.40625",true,0.025908,0.162229,0.012277,18.06706027148664,395.6322779767994,nightstand,
wss.3d3bd5d212b42e1bf1783a44a88d6274,"ChestOfDrawers,Dresser,_AttributesTrain",n3018908,"chest of drawers,chest,bureau,dresser",,,0.03403373639866917,"142.9417\,125.92483\,73.59796",true,0.095888,1.225156,1.037579,57.5328,349.5692928,canterbury six drawer chest,"dresser,furniture,moser,thos"
wss.3d3d9ef092db18351fc657763d19daf0,,n11528800,"snow,snowfall",,,,"28.742615\,34.97326\,28.741333",,,,,,,snow globe,"christmas,natedogg,snow,snow globe"
wss.3d422581d2f439c74cc1952ae0d6e81a,"Bookcase,5Shelves",n2874241,bookcase,,,0.01846353520643604,"91.35222\,131.86342\,24.87629",true,0.057175,0.080081,0.212362,42.656299202598,477.3222445664206,bookshelf   plans,"blueprint,bookshelf,plans,woodwork,woodworking"
wss.3d4416f9ea426b76d9b6e49730554b10,"_EvalSetNoScenesNoPrior,SodaCan",n4262696,soda can,,,0.02060421083169099,"7.1928473\,12.361293\,7.1928473",,,,,,,beer   bier   super dry,*
wss.3d462e11c790ae506e961c5561bfcebc,Folder,n3264208,"dwelling,home,domicile,abode,habitation,dwelling house",,,,"342.00082\,392.00073\,117.000015",,,,,,,j w designs home filing hard plastic folder,"cabinet,files,filing,folder,folders,home folder,office stuff,storage"
wss.3d47aea28ad5521310af74324aae27f,,n4313218,station,,,,"63.499996\,76.835\,46.35492",,,,,,,recycling station from popular woodworking magazine december,*
wss.3d49f173037cac802f26eabba297c6a6,_StanfordSceneDBModels,n3348583,"fire alarm,smoke alarm",,,7.76751067748669E-4,"21.42344\,25.852295\,5.204232",,,,,,,fire lite bg   l pull station,"alarm,fire,pull,station"
wss.3d4a998df4afa47a8fdf0e3c959db776,,n3278462,"electric organ,electronic organ,Hammond organ,organ",,,,"152.76068\,103.877625\,143.05176",,,,,,,hammond b   organ,"band,chapel,church,concert,electronic,hammond,musical,organ,religion"
wss.3d5ef34ce469b11c5af597c14b093f6,Cabinet,n3242043,dresser,"0\,0\,1","-1\,0\,0",0.02221361355751683,"95.76333\,149.1111\,39.704647",true,0.06693,0.464582,0.014385,44.993231455372204,444.8736820401509,cupboard,*
wss.3d5f670616613d29948e91a0263c6132,"Table,CoffeeTable",n3067971,"coffee table,cocktail table","0\,0\,1","0\,-1\,0",0.003152137463696872,"113.930786\,38.938293\,87.62311",false,0.016336,0.022789,0.022183,13.704617392649281,162.8726069406726,table,"coffee table,furnature,glass furnature,glass table,home,living room furnature,residence,table"
wss.3d60e95eea7080119a87002a4eeaf610,ChestOfDrawers,n3018908,"chest of drawers,chest,bureau,dresser",,,0.043671315946763045,"120.09612\,89.5262\,78.60837",true,,,,,,scan design vigo nightstand,"bedroom,dark oak,drawer,end table,nightstand,scan design,side table,wenge"
wss.3d6b55fe2deb2aa3a1c746794f191dc8,"MediaStorage,TvStand",n4308138,stand,,,0.03017531998094365,"144.08716\,60.350643\,63.368176",true,0.087636,0.279938,0.00811,61.21695222966336,1028.3559213258027,wal mart lcd tv stand,"cabinets,console,lcd,tv stand,walmart"
wss.3d6e06ab625bb6f71620e7892e762134,SpaceShip,n3130521,craft,,,,"1758.2336\,339.92108\,2093.5825",,,,,,,droid gunship,"aircraft,assault,assault aircraft,cis,cis aircraft,cis vehicle,droid,droid aircraft,droid gunship,droid vehicle,gun,gunship,heavy,heavy missile,heavy missile platform,missile,platform,rocket,rocket launcher,ship,space,space craft,star,star wars,vehicle,warplane,wars"
wss.3d6f74128454137a905e36dd4a970884,"Stool,Barstool,_AttributesTrain",n4334034,stool,,,0.12330045232347092,"49.77257\,101.6756\,50.228043",false,0.01018,0.024433,0.194088,11.597811277614,76.50289696527457,trading dimensions breakfast bar kitchen stool,
wss.3d745b4239cce5cfea1f3db9e48bd3c5,PersonStanding,n5224944,person,,,0.02023021344949792,"45.2295\,141.68839\,4.3380216E-14",,,,,,,d man walking wearing hat,"figure,human,man,people,person,walking"
wss.3d763a4e3f91d52169deaf8be601448b,,n3184367,desk,,,,"89.20343\,40.11513\,64.73952",,,,,,,lighting desk,"concert,light,lighting,lumiere,regie,rock,scene,stage"
wss.3d77cfc36b46503953903947b779d38b,_StanfordSceneDBModels,n4460569,toothpaste,,,0.02784304306657162,"28.71315\,2.7843044\,8.352905",,,,,,,toothpaste,"brush,dental,teeth,toothpaste"
wss.3d78e6411a27b20558fb7fa46962b5ea,,n10149362,"girl,miss,missy,young lady,young woman,fille",,,,"54.42115\,169.16603\,12.069321",,,,,,,girl with handbag,girl
wss.3d81bcc00485f801ccd6de549e42b812,EndTable,n4308138,stand,,,0.025451316119858628,"61.08316\,63.628292\,61.08316",,,,,,,night stand,
wss.3d87710d90c8627dd2afe8d5254a0d04,Couch,n4263630,"sofa,couch,lounge",,,0.030728178425170782,"211.40985\,78.52832\,99.10391",false,0.214134,0.733366,0.003819,339.22083952666145,3220.882168477934,sa,"divano a due posti,eero saarinen,matrix international,two seat sofa"
wss.3d89495edda6775d7209833c7512d6a2,"CeilingFan,Fan",n3324991,fan,,,0.03166992301752809,"174.34482\,94.4245\,170.93523",,,,,,,ceiling fan,*
wss.3d95c4ebb88f94b3d2f054448bd437d6,Cabinet,n2936496,cabinet,,,0.03600895750472315,"70.88363\,141.76761\,88.649124",true,0.063197,0.851979,0.612363,42.48374791999338,420.0609903465026,designer filing cabinet,"designer,filing cabinet,office"
wss.3d95d6237ea6db97afa2904116693357,Couch,n4263630,"sofa,couch,lounge","0\,0\,1","0\,1\,0",0.006734125154448536,"192.51266\,65.98556\,138.80852",false,0.162127,0.703042,0.06854,256.83383792363213,2438.62237350828,modern sofa,*
wss.3d988ea2b68f48c7492d9da2668ec34c,"Chair,OfficeSideChair",n2741540,armchair,"0\,0\,1","1\,0\,0",0.0028374126403327786,"76.18453\,119.18893\,77.41086",false,0.02292,0.071915,0.005029,27.148545771336,270.27705450415675,haworth composites guest chair,"chair,composites,guest chair,haworth,office chair,stacking chair,stool,task chair"
wss.3da1b3bcd79ca884506e6d2fa30a0ec8,TV,n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box","0\,0\,1","0\,-1\,0",0.0019169326028664927,"92.01267\,58.546574\,16.389786",false,0.008632,0.011956,0.054827,21.410286100220166,144.9363655587893,philips,*
wss.3da5a089163c42d6b1611e41ced1df21,"Chair,rankChairs",n3005231,chair,"0\,0\,1","0\,1\,0",0.019500701506409788,"70.01004\,101.9503\,103.63637",false,0.027523,0.077918,0.213709,32.6007602645934,324.55651706448106,xbox     racing cockpit,"gaming chair,mircorsoft wireless racing wheel,racing cockpit"
wss.3da6ce3539a959ddd2f15044a9418e0d,,n3705309,machine,,,,"107.31499\,182.88\,90.1756",,,,,,,drink machine,"drink,drink machine,house,ipod touch,machine,sobe,soda"
wss.3daa28b7261fe7135ca198784d9757b2,_StanfordSceneDBModels,n3922150,"perfume,essence",,,7.97378852496632E-4,"14.606867\,15.598962\,14.631744",,,,,,,perfume bottle  p,pink
wss.3dab30d8daaa3df9842c47c8032438a1,,n4107268,rod,,,,"233.67923\,6.2031364\,6.522217",,,,,,,drapery rod,"aok,drapery rod"
wss.3dab50da5a8796846a781a9aacfaaf72,Speaker,n3696785,"loudspeaker,speaker,speaker unit,loudspeaker system,speaker system",,,0.0186606018232612,"22.392721\,73.70937\,25.658327",false,0.003763,0.035435,0.042943,,,speaker tall,"architecture,electronics,music,speaker,stereo,tall"
wss.3dacd34cc8469324bdef8ab827c781f2,"Desk,_StanfordSceneDBModels,_OIMwhitelist",n3184367,desk,,,0.01357070898649323,"134.18512\,124.92712\,75.41349",,0.0644648,0.108541,0.00329693,,,computer desk,"chair,computer,computer desk,dsk,krstin,office,working desk,xxx"
wss.3dadf67ebe6c29a3d291861d5bc3e7c8,"Stool,Barstool",n4334034,stool,"0\,0\,1","0\,1\,0",0.024609211639388694,"48.77398\,104.82662\,53.417244",false,0.014648,0.026073,0.010463,16.688088368810398,110.08000341329492,wood stool,"backed stool,bar stool,chair,seat,stool,wood chair"
wss.3dafb59ed0b20c21e213f871d9ad2c25,"CeilingFan,Fan",n3324991,fan,,,0.024456925951622396,"178.25674\,70.50638\,178.2565",,,,,,,ceiling fan,"architecture,electrical,furniture,interior"
wss.3db17a9c8b8f5fa534dbf68b0b93168a,Bucket,n2913195,"bucket,pail",,,0.0076064067483731885,"72.46974\,52.689507\,91.74179",true,,,,,,a simple bucket for bob the monkey and friends      island extravaganza competition,"buckethead,dougal"
